,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr,fkgl,fkre,a_kup_ps,a_kup_pw,t_bry
1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1491,6,8,3,7,4,7,0,14,1,4,12,2,13,3,0,10,3,5,5,3,4,2,3,0,13,1,1,6,2,6,2,0,10,1,21.0,83.946,4.861,5.664,91.856,96.193,4.581,335.785
1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1493,13,14,11,7,2,15,0,28,0,7,10,7,23,2,1,19,9,13,10,11,3,2,7,0,24,0,2,6,6,7,2,1,16,1,48.333,195.265,6.518,17.746,53.923,218.967,4.53,585.795
1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1495,10,11,7,11,2,12,0,19,4,1,20,0,14,1,1,12,6,9,7,6,3,2,4,0,13,4,1,10,0,5,1,1,7,2,16.571,68.363,4.793,5.725,83.536,82.664,4.988,478.539
1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1497,26,24,28,28,5,24,2,42,3,6,38,0,30,13,0,35,4,18,13,20,5,2,6,2,29,2,2,10,0,6,6,0,19,1,27.7,113.744,5.651,9.313,77.627,130.643,4.716,1137.443
1498,4,7,3,1,4,4,1,15,0,3,6,1,6,3,0,7,1,4,4,3,1,3,1,1,14,0,2,3,1,2,3,0,7,1,30.0,125.279,4.473,15.187,39.615,158.56,5.285,250.559
1499,16,19,19,18,12,19,1,39,1,8,35,1,21,5,0,30,2,16,13,16,4,3,7,1,32,1,2,10,1,2,4,0,23,1,17.231,66.177,6.189,7.513,71.888,82.535,4.79,860.3
1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1503,5,8,10,10,7,13,1,31,2,6,23,0,15,0,0,21,4,5,6,10,2,3,4,1,26,2,2,6,0,4,0,0,16,1,20.143,74.508,5.181,8.25,71.79,95.686,4.75,521.558
1504,16,22,16,21,4,20,0,30,0,9,38,4,24,7,0,29,2,14,10,15,4,3,6,0,24,0,2,8,4,7,7,0,19,1,21.8,92.097,5.555,8.339,74.107,98.536,4.52,920.969
1505,1,3,3,2,1,1,1,8,1,2,5,0,3,0,0,5,2,1,3,3,1,1,1,1,8,1,1,5,0,2,0,0,4,1,17.5,55.935,3.944,9.104,60.964,68.77,3.93,111.871
1506,5,4,2,5,2,4,1,7,0,1,7,0,7,1,0,8,1,4,4,2,3,2,1,1,5,0,1,7,0,4,1,0,8,1,12.0,49.328,4.389,3.103,94.193,54.937,4.578,197.312
1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1508,7,8,5,9,0,6,0,15,4,3,13,1,12,3,0,6,4,5,6,4,4,0,2,0,11,3,2,10,1,5,2,0,5,1,12.0,43.144,4.552,2.295,99.984,51.663,4.305,302.007
1509,0,11,7,7,1,6,0,17,2,2,9,2,12,3,1,13,0,0,7,7,4,1,3,0,13,2,2,5,1,6,3,1,10,0,10.125,42.343,4.871,4.238,82.714,44.72,4.417,338.748
1510,15,18,15,20,8,15,0,46,3,15,31,3,26,10,5,35,8,13,13,14,5,4,7,0,38,2,2,5,2,7,9,1,26,4,30.125,124.564,6.468,11.337,67.437,137.877,4.577,996.513
1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1513,4,4,2,5,1,4,0,10,2,1,9,2,6,1,0,4,1,3,3,2,2,1,3,0,9,2,1,5,2,2,1,0,4,1,8.333,24.733,4.1,0.168,108.701,33.247,3.99,148.396
1514,6,7,2,3,2,4,0,10,0,0,4,3,4,1,0,3,0,6,5,1,1,2,4,0,9,0,0,2,3,2,1,0,3,0,22.5,82.247,4.111,12.065,48.638,105.28,4.679,164.494
1515,7,14,7,19,2,16,1,24,3,8,23,2,22,2,1,20,4,7,9,6,6,2,6,1,19,3,3,7,2,7,2,1,10,1,13.909,53.012,4.973,2.869,99.27,61.662,4.433,583.133
1516,2,9,2,4,4,0,2,15,0,3,19,6,14,4,0,15,2,2,5,2,2,1,0,2,11,0,2,8,5,5,3,0,11,1,21.75,80.493,4.321,8.083,75.848,87.56,4.026,321.97
1517,16,15,9,15,7,9,0,26,0,4,15,0,16,4,0,15,1,15,9,8,3,3,4,0,25,0,2,7,0,5,3,0,13,1,22.667,87.691,5.76,10.256,61.905,107.152,4.727,526.149
1518,5,11,4,8,5,11,0,34,4,5,16,2,21,5,1,18,6,5,7,4,5,2,4,0,26,4,1,4,2,5,1,1,13,1,16.875,72.518,4.99,7.249,73.147,87.274,5.172,580.14
1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1520,6,8,10,10,6,16,2,23,0,5,14,2,17,3,0,17,5,6,5,10,3,2,6,2,21,0,2,6,2,5,2,0,14,1,12.7,49.937,5.333,4.601,84.697,61.088,4.81,499.374
1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1522,14,18,14,13,5,16,0,34,2,7,35,3,22,6,0,33,2,13,8,11,4,2,4,0,29,2,2,8,3,9,5,0,20,1,11.278,45.2,5.807,3.573,89.534,51.628,4.578,813.604
1523,12,21,11,15,5,16,1,33,1,5,19,5,16,4,0,19,5,11,9,8,6,3,5,1,27,1,2,9,5,5,3,0,16,2,17.1,66.062,5.894,7.157,74.205,80.449,4.705,660.617
1524,0,2,0,0,1,5,0,5,0,1,1,1,2,0,0,2,0,0,2,0,0,1,3,0,5,0,1,1,1,2,0,0,2,0,9.0,33.174,3.0,2.998,89.6,35.43,3.937,66.348
1525,12,10,5,15,9,13,1,32,5,0,20,1,26,4,0,16,10,11,6,4,4,2,5,1,29,5,0,4,1,3,3,0,12,1,9.812,41.431,5.192,4.246,82.1,45.596,4.647,662.898
1526,31,43,36,46,20,29,1,73,1,28,69,2,37,17,0,68,1,28,15,20,8,3,8,1,56,1,2,12,2,7,8,0,50,1,27.294,116.572,6.861,10.72,66.818,138.481,5.074,1981.717
1527,9,9,9,9,4,7,0,16,1,2,10,5,14,2,0,9,0,6,4,8,5,2,2,0,13,1,2,5,5,7,2,0,9,0,18.2,63.502,5.115,7.846,71.224,75.63,4.155,317.51
1528,8,20,8,11,8,12,1,31,0,7,10,6,16,5,1,27,0,8,9,7,6,4,4,1,24,0,2,7,6,4,5,1,17,0,19.125,87.363,5.717,9.453,61.353,101.018,5.282,698.907
1529,16,24,10,9,8,7,1,32,1,5,20,2,21,4,0,19,5,14,8,10,3,3,4,1,26,1,2,8,2,6,2,0,18,2,32.6,131.238,6.092,12.254,65.271,158.194,4.853,656.189
1530,1,3,1,8,2,5,0,11,0,1,11,0,7,2,0,7,0,1,3,1,4,1,3,0,10,0,1,7,0,3,2,0,7,0,10.6,48.652,4.274,6.578,66.782,58.382,5.508,243.262
1531,12,21,23,28,3,16,1,39,3,13,44,1,31,10,1,36,4,12,12,18,6,2,6,1,32,3,2,11,1,9,6,1,22,1,14.941,57.914,5.901,3.431,97.078,67.387,4.51,984.532
1532,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1533,19,22,24,27,10,15,0,38,2,13,44,3,36,11,0,34,4,17,14,19,5,3,7,0,28,1,2,13,3,7,6,0,23,2,22.083,91.824,5.994,8.607,72.685,109.12,4.941,1101.884
1534,16,25,12,24,9,19,0,41,3,8,33,4,28,3,1,26,1,13,12,12,5,3,5,0,38,3,3,9,4,7,2,1,23,1,15.857,62.095,6.312,5.956,80.608,76.141,4.802,869.333
1535,4,8,6,7,1,4,1,19,1,1,8,0,11,3,0,9,0,4,5,6,3,1,3,1,16,1,1,3,0,4,2,0,9,0,10.286,40.723,4.833,4.319,82.42,54.343,5.283,285.064
1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1540,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1542,20,19,14,17,11,19,1,60,1,12,28,8,35,3,0,24,1,13,10,11,4,4,6,1,37,1,2,7,4,8,2,0,21,1,19.667,83.267,5.708,9.93,58.898,105.621,5.371,999.204
1543,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1544,4,6,3,10,0,5,1,13,0,3,9,0,6,2,0,8,0,3,5,3,5,0,3,1,12,0,2,5,0,4,2,0,7,0,12.8,54.214,4.419,2.308,101.312,58.88,4.6,271.071
1545,7,10,3,9,3,7,0,7,1,1,13,4,5,2,0,10,2,7,7,3,4,1,3,0,7,1,1,7,4,4,1,0,10,2,19.75,73.881,4.773,7.049,79.7,86.207,4.365,295.525
1546,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1547,1,1,0,1,1,0,0,5,0,0,3,0,2,0,0,1,0,1,1,0,1,1,0,0,5,0,0,2,0,2,0,0,1,0,13.0,66.548,2.746,8.542,56.978,66.73,5.133,66.548
1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1549,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1551,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1552,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1553,6,7,2,4,1,2,0,11,0,0,8,2,7,1,0,5,1,6,4,2,2,1,1,0,10,0,0,5,2,4,1,0,4,1,10.0,41.607,4.3,6.482,66.401,47.08,4.708,208.036
1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1555,2,2,1,2,1,1,0,0,0,1,2,0,1,1,0,4,0,2,2,1,1,1,1,0,0,0,1,2,0,1,1,0,4,0,17.0,61.298,2.744,4.922,90.051,89.55,5.268,61.298
1556,1,4,2,2,2,4,0,8,1,1,5,1,2,0,0,6,0,1,3,2,1,2,4,0,6,1,1,3,1,2,0,0,5,0,18.5,66.457,3.604,6.614,80.593,88.38,4.777,132.914
1557,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1558,27,37,23,41,17,26,3,62,5,19,53,9,44,10,0,50,5,24,12,18,6,3,6,2,39,2,3,15,5,8,4,0,36,1,21.278,86.584,6.034,8.668,70.818,100.326,4.715,1558.507
1559,8,6,4,9,3,8,0,21,0,2,14,1,11,4,0,12,0,7,5,3,3,3,3,0,17,0,1,5,1,6,4,0,9,0,23.0,89.051,4.644,10.31,62.107,114.113,4.961,356.204
1560,8,9,5,6,3,5,0,13,0,5,15,3,8,2,0,13,5,8,6,5,3,2,2,0,13,0,2,7,3,3,2,0,12,2,18.4,66.909,5.087,7.49,74.133,79.26,4.308,334.543
1561,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1562,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1563,7,19,8,17,11,17,1,32,1,11,27,2,13,6,0,36,3,7,9,7,4,3,3,1,26,1,2,7,2,5,4,0,28,1,24.75,99.563,5.276,9.319,72.332,120.312,4.861,796.505
1564,21,25,21,22,14,15,0,36,2,14,46,1,23,9,0,41,3,17,10,15,5,3,5,0,28,2,2,12,1,6,6,0,27,1,19.214,79.717,5.863,6.511,82.605,88.503,4.606,1116.035
1565,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1567,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1570,23,33,13,19,17,17,1,44,3,8,27,16,37,4,3,45,5,23,13,12,4,3,3,1,31,2,2,6,9,7,4,1,39,2,18.333,77.286,6.78,8.638,65.787,88.676,4.837,1159.296
1571,3,4,5,6,2,6,2,12,0,5,11,0,10,4,2,14,1,3,2,5,2,1,2,2,10,0,1,7,0,4,2,1,11,1,15.0,67.274,4.409,6.308,76.554,72.272,4.818,336.369
1572,14,13,7,9,8,6,1,29,0,5,27,5,29,1,0,20,3,13,6,6,6,3,3,1,20,0,2,11,3,5,1,0,16,1,13.455,50.924,5.522,7.676,63.992,63.517,4.721,560.163
1573,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1574,7,16,8,17,9,14,0,31,0,4,24,0,15,5,0,21,3,7,8,8,7,3,8,0,24,0,2,7,0,6,5,0,16,1,17.667,76.972,5.327,7.182,75.039,90.593,5.128,692.745
1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1577,8,30,28,26,10,17,0,42,4,10,35,8,21,13,1,48,4,8,12,23,7,3,3,0,27,4,2,10,5,6,9,1,32,2,25.727,104.007,6.137,9.663,71.609,117.475,4.566,1144.074
1578,10,18,6,14,9,13,0,32,3,6,27,6,21,8,0,22,7,10,8,5,4,4,5,0,30,3,1,11,6,8,5,0,19,4,16.273,63.666,6.289,4.666,90.594,74.429,4.574,700.331
1579,4,5,9,8,0,2,2,10,0,2,12,0,15,5,1,13,2,4,5,8,4,0,2,2,9,0,2,7,0,6,4,1,11,1,19.0,71.828,5.11,6.104,85.139,84.568,4.451,287.314
1580,12,13,3,17,3,8,1,21,6,3,14,1,11,4,1,12,6,10,8,3,5,2,2,1,15,6,2,6,1,6,4,1,11,2,15.5,52.906,5.207,2.445,105.138,64.421,4.156,423.245
1581,1,1,2,1,1,1,0,3,0,0,3,0,1,0,0,0,0,1,1,2,1,1,1,0,3,0,0,3,0,1,0,0,0,0,13.0,44.381,2.746,6.726,69.994,75.43,5.802,44.381
1582,3,5,2,6,1,4,0,9,0,3,6,0,4,2,0,6,1,3,4,2,3,1,2,0,8,0,1,2,0,2,1,0,5,1,16.333,63.847,3.536,5.47,84.938,78.113,4.782,191.542
1583,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1584,7,6,4,6,2,5,1,11,0,5,9,3,7,2,0,11,6,7,5,3,2,2,3,1,11,0,2,4,3,3,2,0,10,1,15.6,58.716,4.644,6.379,77.116,65.512,4.199,293.581
1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1586,1,2,1,2,1,1,0,1,0,0,1,1,2,0,0,1,0,1,2,1,1,1,1,0,1,0,0,1,1,2,0,0,1,0,12.0,40.548,2.654,4.823,81.855,52.67,4.389,40.548
1587,0,4,0,3,1,2,0,2,0,3,5,4,3,1,0,7,0,0,3,0,3,1,2,0,2,0,1,2,4,3,1,0,7,0,16.0,54.19,3.375,5.4,84.845,61.625,3.852,108.381
1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1589,8,17,7,10,9,12,0,25,1,5,21,1,25,4,1,22,2,8,8,7,2,4,5,0,18,1,2,10,1,7,4,1,16,2,18.25,77.379,5.559,7.207,75.898,94.493,5.178,619.035
1590,46,80,40,52,27,44,1,147,12,25,92,48,143,6,13,91,22,35,18,24,8,3,10,1,94,11,4,14,40,11,6,3,49,2,17.571,64.251,8.199,8.115,68.176,81.489,4.638,2698.558
1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1592,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1593,12,19,7,21,4,16,1,40,4,5,30,2,33,8,0,30,5,12,10,7,7,2,3,1,24,2,1,7,2,8,3,0,24,2,15.615,67.791,5.36,7.183,71.378,77.255,4.947,881.285
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1597,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1598,13,22,14,17,5,14,1,33,1,6,35,0,29,6,1,23,3,13,10,12,4,2,6,1,26,1,2,10,0,4,5,1,19,1,17.545,69.588,5.599,5.865,84.263,84.662,4.825,765.465
1599,10,13,10,12,6,8,1,31,0,6,19,4,31,3,3,23,6,10,6,10,4,2,3,1,26,0,2,9,4,7,3,1,17,3,12.917,51.046,6.134,4.521,85.655,62.494,4.838,612.552
1600,4,6,2,5,3,6,0,13,0,2,6,3,11,2,0,8,2,3,4,2,5,2,3,0,9,0,2,4,3,6,1,0,7,1,15.5,62.092,4.67,8.536,61.473,66.825,4.311,248.369
1601,2,7,2,3,1,5,0,11,0,1,9,0,4,3,0,9,2,2,4,2,3,1,4,0,10,0,1,5,0,2,2,0,9,1,18.333,73.744,4.291,6.364,82.092,93.917,5.123,221.232
1602,13,24,18,25,13,18,0,43,20,9,32,11,45,6,2,34,24,12,10,14,7,3,7,0,36,11,3,10,10,9,6,2,25,4,15.211,52.915,6.738,5.449,83.085,64.425,4.236,1005.379
1603,20,16,12,12,11,17,0,31,1,6,17,4,30,3,0,19,5,17,12,11,3,5,5,0,29,1,1,6,4,7,2,0,15,2,34.4,143.06,6.362,13.742,57.807,172.688,5.02,715.301
1604,7,8,5,3,2,4,0,19,0,3,3,0,14,1,1,7,3,7,6,5,2,1,2,0,17,0,2,3,0,5,1,1,7,1,32.0,141.643,4.95,13.484,55.386,138.915,4.341,283.286
1605,10,12,6,10,2,10,1,22,2,4,11,1,11,4,0,10,1,9,9,4,4,2,4,1,17,2,2,4,1,5,3,0,9,1,21.2,83.961,5.22,6.704,84.755,103.652,4.889,419.806
1606,4,7,2,8,3,5,0,12,2,5,8,0,5,1,0,12,0,4,6,2,3,1,3,0,11,2,2,5,0,3,1,0,8,0,23.0,90.234,4.171,9.797,65.786,107.11,4.657,270.702
1607,7,12,3,10,6,10,0,24,1,10,19,3,14,5,0,19,2,6,9,3,4,2,4,0,21,1,2,6,2,4,3,0,13,2,32.75,118.312,4.881,10.784,76.078,154.023,4.703,473.246
1608,23,25,17,17,5,13,2,43,1,4,26,3,28,6,0,16,1,21,9,15,4,2,6,2,37,1,2,10,3,10,3,0,16,1,28.857,141.565,6.717,13.306,51.064,157.76,5.467,990.956
1609,16,11,8,11,7,13,0,22,0,7,28,0,20,3,0,19,1,11,7,8,4,2,4,0,17,0,2,13,0,6,2,0,15,1,14.5,54.125,5.109,5.364,82.429,69.861,4.818,541.247
1610,5,9,6,9,6,8,0,27,3,2,13,0,8,1,1,12,2,5,8,6,4,2,5,0,24,3,2,4,0,2,1,1,12,1,11.556,44.575,5.27,3.553,90.17,51.381,4.446,401.176
1611,9,14,8,12,14,15,2,33,4,5,24,0,21,1,0,25,1,8,8,8,4,3,4,2,24,2,2,8,0,5,1,0,18,1,27.833,105.211,5.362,9.185,78.787,130.565,4.691,631.266
1612,5,6,9,2,2,4,0,7,0,2,12,0,7,0,0,11,1,4,5,8,1,2,3,0,7,0,1,6,0,3,0,0,10,1,10.167,40.043,4.436,1.723,100.821,45.622,4.487,240.261
1613,6,8,13,11,6,3,1,21,3,4,17,0,14,4,1,19,0,6,5,10,3,3,1,1,16,3,1,8,0,8,4,1,14,0,29.25,105.977,5.426,10.744,70.131,131.58,4.498,423.907
1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1615,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1616,10,22,2,17,6,7,1,26,1,7,26,1,13,4,0,21,4,7,10,2,4,2,2,1,16,1,1,10,1,7,3,0,14,1,25.833,103.046,4.43,9.863,70.361,121.833,4.716,618.273
1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
1618,69,95,68,64,37,74,1,176,5,30,118,6,119,37,3,145,24,54,17,38,10,3,7,1,95,4,2,18,6,12,12,1,74,2,23.049,90.545,7.591,9.482,68.134,109.154,4.736,3712.351
1619,7,3,2,11,3,6,0,11,3,4,20,0,11,1,0,16,6,7,3,2,4,3,3,0,9,2,2,7,0,4,1,0,15,1,11.625,43.248,4.473,2.013,101.339,49.399,4.249,345.982
1620,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
1621,3,1,1,2,1,0,0,4,0,0,7,0,5,0,1,4,1,3,1,1,2,1,0,0,4,0,0,5,0,3,0,1,2,1,8.0,35.2,3.32,2.772,89.44,36.463,4.558,105.6
