,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr,fkgl,fkre,a_kup_ps,a_kup_pw,t_bry
621,4,4,6,9,1,2,1,14,1,2,3,2,10,0,0,7,5,4,4,6,4,1,2,1,12,1,1,3,2,6,0,0,7,3,8.714,35.197,5.07,5.025,74.557,44.356,5.09,246.381
622,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
623,30,48,44,36,22,26,2,76,5,12,78,1,40,14,1,64,8,27,19,31,9,3,8,2,54,4,2,17,1,7,6,1,44,1,27.412,110.705,7.337,10.952,65.365,127.302,4.644,1881.984
624,1,6,3,3,2,4,0,9,2,2,9,1,3,1,0,8,2,1,6,3,2,2,4,0,9,2,1,4,1,2,1,0,5,1,17.667,60.972,4.177,5.104,89.937,74.33,4.207,182.915
625,4,10,5,9,4,5,0,15,0,2,10,0,7,3,0,12,3,4,4,5,3,2,4,0,13,0,2,4,0,4,2,0,9,1,16.4,62.062,4.451,5.772,82.891,81.232,4.953,310.311
626,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
627,10,16,13,15,4,13,1,19,0,8,21,0,13,2,0,21,1,8,11,12,6,2,5,1,19,0,2,5,0,2,2,0,18,1,16.0,65.688,5.244,5.482,84.258,72.784,4.549,591.192
628,13,16,12,11,4,7,0,28,0,9,25,5,16,3,1,27,12,13,11,12,5,2,5,0,27,0,1,11,4,7,3,1,22,2,24.571,91.192,6.524,10.252,65.324,106.279,4.325,638.347
629,0,2,3,5,0,4,1,9,0,1,10,3,16,1,2,9,3,0,2,3,4,0,3,1,8,0,1,7,3,7,1,1,8,1,10.4,37.009,4.609,4.124,84.021,42.718,4.107,185.044
630,1,1,0,1,0,0,0,1,0,2,3,0,1,1,0,3,0,1,1,0,1,0,0,0,1,0,2,2,0,1,1,0,3,0,13.0,54.583,2.55,6.726,69.994,76.77,5.905,54.583
631,4,4,0,3,1,2,0,6,0,1,8,4,8,1,4,4,1,4,3,0,2,1,1,0,6,0,1,8,4,3,1,1,4,1,14.0,60.289,4.583,8.132,61.696,63.597,4.543,180.867
632,10,14,10,13,10,12,1,23,1,6,20,3,13,4,0,17,5,8,9,7,5,2,7,1,18,1,2,7,3,4,3,0,16,2,30.0,109.064,5.312,10.978,69.789,134.916,4.497,545.318
633,10,10,5,11,6,4,0,18,3,5,22,0,12,3,0,18,0,9,6,4,3,3,3,0,12,3,2,9,0,3,3,0,17,0,19.167,76.242,4.879,6.25,84.39,86.67,4.522,457.452
634,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
635,8,11,2,17,5,9,0,31,5,8,23,4,29,2,0,18,6,7,8,2,4,3,5,0,25,4,2,8,4,6,2,0,16,1,21.857,84.745,5.659,6.894,84.568,100.23,4.586,593.212
636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
637,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
639,2,9,1,5,2,2,1,13,1,0,5,3,5,1,0,4,2,2,5,1,3,2,2,1,13,1,0,3,2,3,1,0,4,1,12.75,50.718,4.357,4.653,84.411,63.7,4.996,202.872
640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
641,8,6,12,14,6,12,0,21,2,3,19,2,12,5,0,25,1,8,4,10,4,2,4,0,16,2,2,8,2,6,5,0,18,1,27.2,110.925,5.275,9.768,73.477,128.122,4.71,554.624
642,2,7,6,5,2,5,1,13,0,6,11,0,6,3,1,15,2,2,3,4,4,1,2,1,12,0,1,7,0,3,3,1,10,1,19.5,75.621,4.404,6.387,84.004,101.517,5.206,302.483
643,6,4,3,6,2,10,0,12,0,3,10,2,13,1,0,11,0,6,4,3,3,2,6,0,10,0,1,6,2,7,1,0,11,0,14.0,56.966,5.071,3.693,93.522,69.356,4.954,284.831
644,4,10,9,10,1,8,0,18,5,4,18,0,15,4,2,13,4,4,5,8,4,1,3,0,14,5,2,6,0,6,3,1,8,2,18.0,66.441,4.695,3.776,100.048,78.107,4.339,398.648
645,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
647,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
648,20,37,14,25,10,26,1,75,4,17,38,7,35,9,1,43,0,17,12,13,6,2,7,1,50,4,3,13,6,3,6,1,35,0,21.867,89.543,6.755,9.019,69.347,112.37,5.139,1343.138
649,13,17,23,18,6,9,1,31,2,9,36,1,15,10,0,27,4,12,8,14,5,3,3,1,25,2,2,11,1,6,4,0,20,3,29.571,113.083,5.75,11.334,66.472,133.186,4.504,791.583
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
651,9,13,9,8,5,13,2,26,1,2,15,0,16,0,1,19,3,8,9,7,5,3,3,2,21,1,2,8,0,5,0,1,17,2,25.0,104.039,5.945,11.152,59.636,122.514,4.901,520.193
652,42,38,44,54,30,33,0,53,9,18,82,3,45,17,0,73,5,36,16,25,8,3,6,0,32,7,2,15,2,6,6,0,49,1,15.625,63.603,6.388,5.419,84.041,71.172,4.555,2035.293
653,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
654,3,4,3,4,1,2,0,7,0,1,5,0,2,0,0,5,0,3,4,3,3,1,2,0,6,0,1,5,0,2,0,0,5,0,35.0,154.28,4.064,12.22,69.79,173.01,4.943,154.28
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
656,5,11,4,7,4,9,0,32,6,4,15,8,18,3,2,17,3,5,9,4,2,2,5,0,22,6,2,9,8,6,2,2,14,2,16.125,57.65,6.226,6.981,73.733,65.835,4.083,461.199
657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
658,0,1,2,0,1,0,0,2,0,0,3,1,3,2,1,4,0,0,1,2,0,1,0,0,2,0,0,3,1,2,2,1,3,0,16.0,54.714,3.182,7.613,68.983,86.1,5.381,54.714
659,22,23,22,23,9,18,2,32,1,15,45,4,37,6,0,38,5,20,9,18,4,4,5,2,26,1,3,9,4,7,5,0,26,1,18.929,72.016,6.038,8.134,70.459,87.099,4.601,1008.225
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
661,1,8,2,4,2,7,0,13,0,3,6,1,7,1,1,9,2,1,4,2,2,1,3,0,10,0,1,5,1,4,1,1,9,1,19.667,74.718,4.143,6.48,83.633,92.697,4.713,224.154
662,12,16,7,16,6,9,0,19,0,5,20,2,17,6,0,19,5,12,8,7,5,3,3,0,16,0,2,9,2,8,4,0,14,3,28.4,111.781,5.519,9.945,74.344,124.89,4.398,558.906
663,3,7,1,2,2,7,1,12,0,2,7,1,8,0,1,7,2,3,4,1,2,1,3,1,10,0,1,5,1,4,0,1,6,1,13.25,62.695,4.177,10.283,44.937,69.707,5.261,250.781
664,8,9,8,7,6,3,0,13,0,2,13,0,7,2,0,9,1,8,7,5,3,3,3,0,13,0,2,6,0,3,2,0,7,1,13.5,52.971,4.714,7.302,66.755,68.582,5.08,317.826
665,4,2,1,6,2,5,0,6,0,3,6,1,3,0,0,6,1,3,2,1,2,2,3,0,6,0,1,4,1,3,0,0,5,1,14.333,61.956,3.558,5.367,82.11,66.1,4.612,185.868
666,19,28,24,26,13,14,0,41,3,16,48,5,32,12,0,47,4,16,11,19,6,3,6,0,29,3,3,11,5,6,9,0,26,1,23.231,90.493,5.819,8.161,77.926,110.876,4.773,1176.403
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
668,20,15,13,16,9,11,1,24,3,4,31,7,23,3,0,23,2,19,7,11,5,3,5,1,22,3,2,11,6,7,2,0,19,1,14.0,53.931,6.08,5.755,78.74,64.535,4.61,701.1
669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
672,9,10,9,10,4,7,1,13,0,8,18,0,7,5,0,11,0,9,8,5,3,2,5,1,8,0,2,11,0,2,3,0,10,0,15.0,59.72,4.554,4.87,86.867,83.547,5.57,418.042
673,9,9,6,12,5,12,0,18,3,4,19,2,14,2,2,19,0,9,7,6,7,2,5,0,14,3,1,4,2,4,2,2,14,0,15.125,51.551,4.95,4.839,87.306,67.596,4.469,412.411
674,8,16,5,5,6,11,2,26,1,10,14,0,15,4,0,19,4,8,8,5,2,3,5,2,21,1,2,8,0,6,2,0,16,1,18.714,75.484,5.437,6.211,83.866,82.636,4.416,528.387
675,5,8,3,5,2,4,0,15,2,2,9,8,20,0,0,10,11,5,7,3,1,2,3,0,12,2,1,6,8,9,0,0,9,4,11.857,35.474,5.433,3.251,92.872,44.36,3.741,248.319
676,33,31,24,34,13,25,0,72,9,17,64,8,115,13,0,69,16,28,14,20,12,3,6,0,61,8,3,19,8,12,7,0,53,3,12.97,52.694,8.374,5.156,81.2,60.762,4.685,1738.911
677,8,3,1,4,1,2,1,8,0,2,5,0,6,2,0,6,1,6,3,1,3,1,1,1,6,0,1,3,0,3,1,0,4,1,8.8,36.195,3.731,2.056,95.998,45.72,5.195,180.976
678,2,7,1,3,2,12,0,19,0,1,5,6,13,2,1,9,1,2,5,1,3,2,5,0,16,0,1,5,6,5,2,1,8,1,23.333,99.266,5.24,12.896,44.166,115.513,4.951,297.798
679,7,9,5,9,1,8,1,20,1,3,10,2,10,2,0,9,2,7,7,4,5,1,5,1,18,1,2,6,2,4,2,0,9,1,17.6,74.751,5.427,6.829,77.453,87.942,4.997,373.756
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
681,8,12,17,11,5,6,3,21,0,3,13,4,10,4,0,13,2,8,7,13,6,2,3,3,21,0,2,7,4,4,2,0,13,2,17.429,65.48,6.082,7.36,73.34,79.874,4.583,458.361
682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
683,9,14,17,18,13,9,2,18,0,10,36,0,11,7,0,30,0,8,11,11,5,3,3,2,15,0,2,7,0,2,5,0,20,0,14.077,56.647,4.757,4.989,84.37,67.292,4.78,736.406
684,1,5,2,2,3,6,1,14,0,1,8,1,5,2,0,7,0,1,5,2,2,3,5,1,8,0,1,4,1,3,1,0,6,0,10.6,44.947,4.079,4.574,81.148,54.622,5.153,224.734
685,7,14,9,10,5,7,1,32,0,3,16,1,13,2,0,19,1,7,6,8,6,3,4,1,25,0,3,6,1,4,1,0,13,1,12.7,55.28,5.333,6.273,72.707,63.738,5.019,552.795
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
705,3,4,0,1,1,2,0,10,0,1,1,2,3,0,0,6,2,3,2,0,1,1,2,0,9,0,1,1,2,1,0,0,6,2,8.25,37.907,3.816,7.294,57.461,44.685,5.416,151.626
706,4,3,3,4,2,2,2,15,0,5,9,1,9,2,0,11,3,3,2,3,2,2,2,2,13,0,2,2,1,3,2,0,7,1,13.4,50.231,4.06,9.361,51.813,62.176,4.64,251.154
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
714,16,15,5,13,7,15,0,37,0,8,17,1,19,3,0,26,0,11,9,5,4,2,5,0,31,0,2,7,1,7,3,0,20,0,23.143,100.982,5.722,10.043,64.278,123.62,5.342,706.877
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
716,3,5,2,5,2,2,0,5,0,0,6,0,4,1,0,2,1,3,5,2,2,2,2,0,5,0,0,5,0,3,1,0,2,1,17.0,72.243,4.002,5.269,87.562,84.325,4.96,144.486
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
721,17,29,20,28,10,27,0,44,3,13,41,21,39,5,0,32,19,16,12,17,6,3,8,0,40,3,3,12,15,5,4,0,24,3,15.45,55.271,6.517,5.252,84.924,61.949,4.01,1105.414
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
730,1,3,1,2,1,3,0,3,0,1,3,0,1,0,0,3,0,1,3,1,2,1,1,0,3,0,1,3,0,1,0,0,3,0,21.0,90.117,3.086,5.524,92.863,96.57,4.599,90.117
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
732,9,9,6,10,5,8,1,18,2,4,13,0,17,2,2,14,1,8,5,6,4,2,4,1,16,2,2,7,0,8,2,1,13,1,17.333,72.138,5.478,4.332,94.88,81.02,4.674,432.829
733,5,9,2,6,2,4,0,14,2,2,18,2,11,1,0,15,2,5,5,2,3,2,4,0,13,1,2,7,2,3,1,0,14,1,12.0,47.417,4.938,3.84,88.905,60.27,5.022,331.921
734,22,45,23,27,20,39,4,73,5,10,46,14,69,8,1,42,8,18,12,17,6,3,7,2,54,4,2,12,10,9,5,1,29,2,22.824,86.985,6.605,10.068,63.528,107.639,4.716,1478.746
735,6,10,5,16,4,10,0,19,0,10,20,3,7,1,0,21,3,6,4,5,7,3,3,0,14,0,2,7,3,3,1,0,13,1,25.6,102.523,4.375,10.25,67.17,112.198,4.383,512.615
736,0,3,0,1,0,3,1,4,1,3,4,1,4,1,0,6,0,0,2,0,1,0,2,1,4,1,1,3,1,3,1,0,5,0,9.333,32.46,3.341,2.8,91.612,37.273,3.994,97.381
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
738,21,17,20,24,11,13,0,31,3,12,41,3,17,5,0,39,4,21,10,17,5,3,5,0,29,3,2,16,3,3,5,0,32,2,18.769,75.123,6.7,7.157,77.18,93.785,4.997,976.594
739,1,3,1,3,1,3,0,5,0,0,3,0,2,0,0,1,0,1,3,1,2,1,2,0,5,0,0,3,0,1,0,0,1,0,10.5,45.409,3.086,1.991,99.492,57.59,5.485,90.817
740,3,2,1,4,1,2,0,6,0,2,4,0,2,0,0,4,1,3,2,1,2,1,1,0,6,0,1,3,0,1,0,0,4,1,15.0,58.058,3.357,7.567,67.53,78.94,5.263,116.117
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
742,21,40,22,31,12,25,1,77,1,8,51,3,60,3,1,42,5,18,13,15,7,3,7,1,54,1,2,11,3,10,2,1,31,1,15.545,67.13,6.577,7.276,70.588,78.441,5.046,1476.855
743,0,6,0,5,3,4,0,18,0,2,9,1,5,3,0,8,6,0,5,0,3,2,2,0,14,0,1,6,1,2,3,0,8,2,16.25,64.143,4.034,3.637,97.932,75.928,4.672,256.573
744,5,10,9,6,4,3,0,9,0,4,12,0,6,2,0,7,0,5,7,7,4,3,3,0,7,0,2,7,0,3,2,0,6,0,17.75,80.335,4.532,5.958,83.962,87.943,4.955,321.338
745,7,8,0,10,3,11,0,15,0,6,16,6,13,1,0,16,0,6,5,0,4,2,5,0,14,0,2,5,3,4,1,0,13,0,8.25,34.03,4.335,3.599,83.952,38.7,4.691,408.358
746,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
748,9,16,6,14,9,15,1,34,0,7,27,5,14,3,1,21,5,9,7,6,4,3,4,1,23,0,2,11,3,5,3,1,15,3,19.111,69.903,5.176,9.495,61.029,92.646,4.848,629.125
749,22,35,20,19,8,23,0,44,2,8,55,2,29,11,0,48,1,16,18,16,4,3,5,0,30,2,2,13,2,3,7,0,39,1,24.833,100.361,6.103,9.776,69.208,113.989,4.59,1204.331
750,9,13,16,11,6,9,1,16,1,8,15,4,8,2,0,20,2,9,8,15,4,3,3,1,12,1,3,7,2,4,2,0,10,1,22.167,91.164,5.028,8.138,76.2,101.318,4.571,546.981
751,31,55,25,31,8,39,1,88,2,12,33,7,41,6,3,31,12,31,16,19,6,3,5,1,68,2,2,10,6,8,5,1,27,3,22.353,91.954,7.4,8.747,72.163,108.088,4.836,1563.224
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
753,2,2,1,2,1,4,0,4,0,1,3,0,1,0,0,3,0,2,2,1,2,1,3,0,4,0,1,3,0,1,0,0,3,0,23.0,100.307,3.391,7.745,80.499,103.45,4.498,100.307
754,5,9,4,6,3,10,0,16,1,2,10,0,13,3,3,16,3,5,6,4,2,2,4,0,10,1,1,6,0,5,3,1,13,1,17.6,70.188,4.824,8.035,68.801,84.952,4.827,350.942
